1435467	6334.400	6125.750	6504.600	1.708	1.620	1.826
2837475	6700.000	6541.873	6790.705	1.607	1.564	1.686
3427720	5977.000	5878.000	6040.000	1.169	1.145	1.209
3456181	6185.500	6072.000	6432.000	2.259	2.089	2.344
3544595	5631.825	5502.023	5784.333	0.933	0.885	0.978
3632418	6110.025	5977.500	6394.060	1.970	1.799	2.059
3656476	5581.500	5496.000	5650.000	1.364	1.331	1.407
3735871	6089.925	5963.450	6453.405	1.110	0.988	1.157
4141376	6134.000	5963.000	6463.027	1.020	0.919	1.079
4143755	5791.250	5730.205	5809.000	1.380	1.372	1.410
4349452	6148.201	6027.333	6478.400	1.382	1.244	1.438
4914423	5851.500	5814.500	6169.590	1.494	1.344	1.513
4914923	5733.000	5592.867	5790.000	1.464	1.435	1.538
5094751	5920.250	5881.000	5951.000	1.367	1.353	1.385
5184732	5766.500	5740.000	5790.250	1.400	1.388	1.413
5773345	6128.667	6018.857	6174.000	2.098	2.067	2.175
5866724	6178.467	5947.100	6507.430	1.467	1.322	1.583
5950854	5853.000	5707.830	5898.000	1.280	1.261	1.346
6106415	6034.250	5959.000	6108.300	1.260	1.230	1.292
6116048	5980.000	5791.625	6076.500	1.268	1.228	1.351
6196457	5829.500	5778.000	5893.000	1.833	1.793	1.865
6225718	6234.000	6135.400	6293.000	1.275	1.252	1.317
6278762	5134.000	5046.425	5298.000	0.771	0.724	0.798
6508366	6289.300	6195.600	6639.795	2.192	1.967	2.259
6521045	5622.434	5511.115	5757.250	1.671	1.593	1.739
6603624	5605.333	5536.000	5639.000	1.177	1.163	1.206
6679371	6292.500	6232.375	6363.785	2.367	2.314	2.413
6933899	5798.020	5676.525	5860.000	1.675	1.640	1.747
7103006	6229.450	6108.420	6398.250	2.048	1.942	2.130
7106245	6122.994	5910.000	6494.925	1.094	0.972	1.174
7206837	6200.505	6067.300	6344.733	1.668	1.593	1.743
7296438	5697.000	5573.000	5745.000	1.453	1.429	1.518
7510397	6169.000	6022.667	6242.000	2.279	2.226	2.391
7670943	6237.000	6138.500	6341.333	1.465	1.417	1.512
7680114	5831.750	5754.333	5858.750	1.437	1.424	1.476
7771282	6072.000	5964.750	6223.200	1.744	1.661	1.808
7871531	5342.632	5284.590	5423.450	0.985	0.956	1.007
7940546	6239.333	6189.200	6258.000	1.965	1.954	1.997
7970740	5350.750	5290.000	5414.000	0.789	0.770	0.807
8006161	5276.667	5187.000	5375.000	0.987	0.951	1.021
8077137	6036.333	6013.000	6297.132	1.737	1.596	1.750
8150065	6196.300	6032.000	6521.855	1.412	1.275	1.490
8179536	6288.800	6162.375	6503.800	1.363	1.275	1.420
8228742	6059.610	5972.934	6158.100	1.866	1.806	1.920
8292840	6255.337	6196.800	6431.700	1.412	1.336	1.439
8349582	5514.333	5417.273	5700.000	1.492	1.396	1.546
8394589	6812.459	6080.000	7797.610	0.966	0.737	1.212
8424992	5666.350	5553.275	5745.000	1.092	1.062	1.137
8478994	5402.250	5333.000	5527.130	0.789	0.754	0.810
8494142	6253.898	6047.000	6659.910	1.770	1.561	1.893
8554498	5723.165	5551.590	5796.000	2.335	2.276	2.481
8694723	6173.800	6032.125	6338.000	1.577	1.496	1.652
8760414	5972.000	5850.000	6471.880	1.017	0.866	1.060
8866102	6374.667	6285.000	6497.000	1.384	1.332	1.424
8938364	5588.650	5518.066	5720.000	1.426	1.361	1.462
9025370	5692.000	5599.703	5743.400	1.285	1.262	1.327
9098294	5822.333	5744.400	5880.000	1.185	1.162	1.218
9139151	6000.000	5919.150	6178.000	1.212	1.144	1.246
9139163	6400.000	6301.633	6450.500	1.588	1.563	1.638
9206432	6587.250	6501.450	6725.355	1.547	1.484	1.588
9353712	6092.066	5660.425	6319.750	2.291	2.129	2.654
9410862	5926.563	5389.840	6434.727	1.233	1.046	1.491
9414417	6309.533	6228.100	6388.085	1.912	1.865	1.962
9592705	5967.950	5836.300	6262.510	2.133	1.937	2.230
9812850	6343.000	6257.000	6513.550	1.783	1.690	1.832
9955598	5327.000	5227.667	5427.833	0.936	0.901	0.972
9965715	6437.500	6270.000	6791.500	1.295	1.163	1.365
10068307	6160.000	6095.000	6244.000	2.033	1.979	2.077
10079226	5950.000	5868.500	5996.667	1.204	1.185	1.237
10162436	6173.725	6056.565	6302.800	2.046	1.963	2.125
10454113	6108.500	5954.267	6138.000	1.456	1.442	1.532
10516096	5928.000	5827.143	5977.667	1.450	1.426	1.501
10586004	5577.333	5486.000	5742.075	1.807	1.705	1.867
10644253	5963.333	5805.607	6030.000	1.169	1.143	1.234
10666592	6423.767	6278.800	6768.635	2.008	1.808	2.101
10730618	6337.100	6194.500	6525.700	1.792	1.690	1.876
10963065	6097.000	6063.200	6147.250	1.244	1.224	1.258
11081729	6542.000	6446.300	6622.680	1.426	1.392	1.469
11133306	5924.566	5808.085	5958.400	1.204	1.191	1.253
11253226	6564.107	6329.387	6641.200	1.669	1.631	1.796
11295426	5840.000	5743.225	5911.200	1.256	1.226	1.299
11401755	5963.000	5911.000	6255.895	1.658	1.506	1.687
11772920	5297.000	5157.627	5414.667	0.874	0.836	0.922
11807274	6065.233	5940.533	6148.800	1.655	1.610	1.725
11853905	5697.700	5531.533	5789.000	1.626	1.576	1.726
11904151	5546.825	5458.000	5741.533	1.151	1.075	1.189
12009504	6155.400	6094.333	6232.750	1.448	1.412	1.477
12069127	6552.670	6034.557	8186.600	2.181	1.397	2.571
12069424	5793.000	5743.000	5844.750	1.251	1.229	1.273
12069449	5777.250	5696.500	5890.000	1.120	1.077	1.152
12258514	6059.000	6005.750	6118.333	1.597	1.566	1.625
12317678	6692.737	6453.600	7012.830	1.768	1.611	1.902
